number	book	chapter	verse	trchapter	trverse	trtext
4900	5	1	6	1	6	The LORD our God said to us at Horeb: “You have stayed at this mountain long enough.
4901	5	1	7	1	7	Resume your journey and go to the hill country of the Amorites; go to all the neighboring peoples in the Arabah, in the hill country, in the foothills, in the Negev, and along the seacoast to the land of the Canaanites and to Lebanon, as far as the great River Euphrates.
4902	5	1	8	1	8	See, I have placed the land before you. Enter and possess the land that the LORD swore He would give to your fathers Abraham, Isaac, and Jacob, and to their descendants after them.”
4903	5	1	9	1	9	At that time I said to you, “I cannot carry the burden for you alone.
4904	5	1	10	1	10	The LORD your God has multiplied you, so that today you are as numerous as the stars in the sky.
4905	5	1	11	1	11	May the LORD, the God of your fathers, increase you a thousand times over and bless you as He has promised.
4906	5	1	12	1	12	But how can I bear your troubles, burdens, and disputes all by myself?
4907	5	1	13	1	13	Choose for yourselves wise, understanding, and respected men from each of your tribes, and I will appoint them as your leaders.”
4908	5	1	14	1	14	And you answered me and said, “What you propose to do is good.”
4909	5	1	15	1	15	So I took the leaders of your tribes, wise and respected men, and appointed them as leaders over you—as commanders of thousands, of hundreds, of fifties, and of tens, and as officers for your tribes.
4910	5	1	16	1	16	At that time I charged your judges: “Hear the disputes between your brothers, and judge fairly between a man and his brother or a foreign resident.
4911	5	1	17	1	17	Show no partiality in judging; hear both small and great alike. Do not be intimidated by anyone, for judgment belongs to God. And bring to me any case too difficult for you, and I will hear it.”
4912	5	1	18	1	18	And at that time I commanded you all the things you were to do.
4913	5	1	19	1	19	And just as the LORD our God had commanded us, we set out from Horeb and went toward the hill country of the Amorites, through all the vast and terrifying wilderness you have seen. When we reached Kadesh-barnea,
4914	5	1	20	1	20	I said: “You have reached the hill country of the Amorites, which the LORD our God is giving us.
4915	5	1	21	1	21	See, the LORD your God has placed the land before you. Go up and take possession of it as the LORD, the God of your fathers, has told you. Do not be afraid or discouraged.”
4916	5	1	22	1	22	Then all of you approached me and said, “Let us send men ahead of us to search out the land and bring us word of what route to follow and which cities to enter.”
4917	5	1	23	1	23	The plan seemed good to me, so I selected twelve men from among you, one from each tribe.
4918	5	1	24	1	24	They left and went up into the hill country, and came to the Valley of Eshcol and spied out the land.
4919	5	1	25	1	25	They took some of the fruit of the land in their hands, carried it down to us, and brought us word: “It is a good land that the LORD our God is giving us.”
4920	5	1	26	1	26	But you were unwilling to go up; you rebelled against the command of the LORD your God.
4921	5	1	27	1	27	You grumbled in your tents and said, “Because the LORD hates us, He has brought us out of the land of Egypt to deliver us into the hand of the Amorites to be annihilated.
4922	5	1	28	1	28	Where can we go? Our brothers have made our hearts melt, saying: ‘The people are larger and taller than we are; the cities are large, with walls up to the heavens. We even saw the descendants of the Anakim there.’”
4923	5	1	29	1	29	So I said to you: “Do not be terrified or afraid of them!
4924	5	1	30	1	30	The LORD your God, who goes before you, will fight for you, just as you saw Him do for you in Egypt
4925	5	1	31	1	31	and in the wilderness, where the LORD your God carried you, as a man carries his son, all the way by which you traveled until you reached this place.”
4926	5	1	32	1	32	But in spite of all this, you did not trust the LORD your God,
4927	5	1	33	1	33	who went before you on the journey, in the fire by night and in the cloud by day, to seek out a place for you to camp and to show you the road to travel.
4928	5	1	34	1	34	When the LORD heard your words, He grew angry and swore an oath, saying,
4929	5	1	35	1	35	“Not one of the men of this evil generation shall see the good land I swore to give your fathers,
4930	5	1	36	1	36	except Caleb the son of Jephunneh. He will see it, and I will give him and his descendants the land on which he has set foot, because he followed the LORD wholeheartedly.”
4931	5	1	37	1	37	The LORD was also angry with me on your account, and He said, “Not even you shall enter the land.
4932	5	1	38	1	38	Joshua son of Nun, who stands before you, will enter it. Encourage him, for he will enable Israel to inherit the land.
4933	5	1	39	1	39	And the little ones you said would become captives—your children who on that day did not know good from evil—will enter the land that I will give them, and they will possess it.
4934	5	1	40	1	40	But you are to turn back and head for the wilderness along the route to the Red Sea.”
4935	5	1	41	1	41	“We have sinned against the LORD,” you replied. “We will go up and fight, as the LORD our God has commanded us.” Then each of you put on his weapons of war, thinking it easy to go up into the hill country.
4936	5	1	42	1	42	But the LORD said to me, “Tell them not to go up and fight, for I am not with you to keep you from defeat by your enemies.”
4937	5	1	43	1	43	So I spoke to you, but you would not listen. You rebelled against the command of the LORD and presumptuously went up into the hill country.
4938	5	1	44	1	44	Then the Amorites who lived in the hills came out against you and chased you like a swarm of bees. They routed you from Seir all the way to Hormah.
4939	5	1	45	1	45	And you returned and wept before the LORD, but He would not listen to your voice or give ear to you.
4940	5	1	46	1	46	For this reason you stayed in Kadesh for a long time—a very long time.
4941	5	2	1	2	1	Then we turned back and headed for the wilderness by way of the Red Sea, as the LORD had instructed me, and for many days we wandered around Mount Seir.
4942	5	2	2	2	2	At this time the LORD said to me,
4943	5	2	3	2	3	“You have been wandering around this hill country long enough; turn to the north
4944	5	2	4	2	4	and command the people: ‘You will pass through the territory of your brothers, the descendants of Esau, who live in Seir. They will be afraid of you, so you must be very careful.
4945	5	2	5	2	5	Do not provoke them, for I will not give you any of their land, not even a footprint, because I have given Mount Seir to Esau as his possession.
4946	5	2	6	2	6	You are to pay them in silver for the food you eat and the water you drink.’”
4947	5	2	7	2	7	Indeed, the LORD your God has blessed you in all the work of your hands. He has watched over your journey through this vast wilderness. The LORD your God has been with you these forty years, and you have lacked nothing.
4948	5	2	8	2	8	So we passed by our brothers, the descendants of Esau, who live in Seir. We turned away from the Arabah road, which comes up from Elath and Ezion-geber, and traveled along the road of the Wilderness of Moab.
4949	5	2	9	2	9	Then the LORD said to me, “Do not harass the Moabites or provoke them to war, for I will not give you any of their land, because I have given Ar to the descendants of Lot as their possession.”
4950	5	2	10	2	10	(The Emites used to live there, a people great and many, as tall as the Anakites.
4951	5	2	11	2	11	Like the Anakites, they were also regarded as Rephaim, though the Moabites called them Emites.
4952	5	2	12	2	12	The Horites used to live in Seir, but the descendants of Esau drove them out. They destroyed the Horites from before them and settled in their place, just as Israel did in the land that the LORD gave them as their possession.)
4953	5	2	13	2	13	“Now arise and cross over the Brook of Zered.” So we crossed over the Brook of Zered.
4954	5	2	14	2	14	The time we spent traveling from Kadesh-barnea until we crossed over the Brook of Zered was thirty-eight years, until that entire generation of fighting men had perished from the camp, as the LORD had sworn to them.
4955	5	2	15	2	15	Indeed, the LORD’s hand was against them, to eliminate them from the camp, until they had all perished.
4956	5	2	16	2	16	Now when all the fighting men among the people had died,
4957	5	2	17	2	17	the LORD said to me,
4958	5	2	18	2	18	“Today you are going to cross the border of Moab at Ar.
4959	5	2	19	2	19	But when you get close to the Ammonites, do not harass them or provoke them, for I will not give you any of the land of the Ammonites. I have given it to the descendants of Lot as their possession.”
4960	5	2	20	2	20	(That too was regarded as the land of the Rephaim, who used to live there, though the Ammonites called them Zamzummites.
4961	5	2	21	2	21	They were a people great and many, as tall as the Anakites. But the LORD destroyed them from before the Ammonites, who drove them out and settled in their place,
4962	5	2	22	2	22	just as He had done for the descendants of Esau who lived in Seir, when He destroyed the Horites before them. They drove them out and have lived in their place to this day.
4963	5	2	23	2	23	And the Avvim, who lived in villages as far as Gaza, were destroyed by the Caphtorites, who came out of Caphtor and settled in their place.)
4964	5	2	24	2	24	“Arise, set out, and cross the Arnon Valley. See, I have delivered into your hand Sihon the Amorite, king of Heshbon, and his land. Begin to take possession of it and engage him in battle.
